Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,20_day_std,Upper_Band,Lower_Band,RSI
3/24/2020,55.19900131,56.66650009,54.32149887,56.50049973,56.36093903,72468000,65.63012447,67.2056429,3.891719251,73.41356298,57.84668597,57.34557837
3/25/2020,56.22900009,57.30849838,54.15050125,55.08100128,54.94494629,90324000,65.99537449,67.37891515,3.847980131,73.69133475,58.29941423,69.50881555
3/26/2020,55.73600006,58.57400131,54.60150146,58.14599991,58.00237656,76562000,66.36424942,67.51020891,3.734183207,73.83261583,58.89588301,67.25126028
3/27/2020,56.37350082,57.55250168,55.20000076,55.51300049,55.3758812,62794000,66.6708744,67.81804619,3.833025976,74.33692636,59.00482245,72.6707299
3/30/2020,56.63199997,57.54999924,54.92449951,57.31549835,57.17392731,58736000,67.1137495,68.10132782,3.768192637,74.65013478,59.57736423,64.61864261
3/31/2020,57.43650055,58.66999817,56.83599854,58.09749985,57.95399475,65228000,67.41087437,68.2483439,3.71902053,74.84891543,59.97283331,63.23426132
4/1/2020,56.20000076,56.47100067,54.67449951,55.10499954,54.96888733,51970000,67.82887459,68.59921617,3.73467866,75.29823191,60.35951727,64.46699266
4/2/2020,55,56.13850021,54.65650177,55.85150146,55.71354675,56410000,68.48999939,69.0611953,3.479890228,75.44977985,61.53021893,66.33335934
4/3/2020,55.73550034,55.9394989,53.75400162,54.63499832,54.50004578,51374000,69.04174957,69.36655782,3.125386035,75.29252164,62.7909775,60.07900036
4/6/2020,56.65000153,59.53749847,56.25,59.15950012,59.01337433,63320000,69.68862457,69.74021907,2.510696814,74.7100182,64.66723094,54.44235235
4/7/2020,60.8504982,61.03900146,58.86249924,59.12799835,58.98194885,61620000,70.12724953,70.18305529,2.528255137,75.1837598,65.07073925,59.30545414
4/8/2020,60.15499878,60.74499893,59.19749832,60.34999847,60.20093155,40334000,70.64224968,70.65681205,2.446028535,75.53430675,65.75019261,59.76737204
4/9/2020,60.9090004,61.09949875,59.62099838,60.32849884,60.17948151,54028000,71.11312447,71.15949638,2.51566911,76.14446269,66.08178625,64.8342288
4/13/2020,60.07500076,60.72600174,59.11650085,60.52050018,60.37101364,38702000,71.63987465,71.76644922,2.704420633,77.04871592,66.23103338,73.34739459
4/14/2020,61.99850082,63.78749847,61.42699814,63.26150131,63.10524368,63358000,72.16187477,72.43178762,3.017774518,78.19742381,66.12632573,84.58913101
4/15/2020,62.32550049,63.75550079,61.70000076,62.86500168,62.70972061,42236000,72.46637497,72.94804603,3.271902824,79.01018062,65.92256932,77.89538297
4/16/2020,63.35699844,63.66799927,61.90999985,62.87149811,62.71620178,57896000,72.75662498,73.32561293,3.399985916,79.55659682,65.95665315,74.71959275
4/17/2020,64.08499908,64.5,63.29999924,63.95000076,63.79203796,51050000,73.04225006,73.71222143,3.541134936,80.12451993,65.95998019,72.16751503
4/20/2020,63.49449921,63.8409996,62.8219986,63.05749893,62.90174103,35292000,73.35362511,74.01843823,3.597682064,80.54898924,66.15826098,69.93173706
4/21/2020,62.13550186,62.5,60.25,60.60800171,60.45829391,49648000,73.82900009,74.46811058,3.652199807,81.13339971,66.52460048,78.3244993
4/22/2020,62.05550003,63.99399948,61.86000061,62.92050171,62.76508331,46296000,74.38862534,74.8316242,3.415480353,81.21958604,67.55766463,72.33258108
4/23/2020,63.28699875,64.40750122,63.0265007,63.55849838,63.40150452,34202000,74.9277504,75.3055174,3.375042067,81.67783453,68.17766626,72.34231379
4/24/2020,62.75,63.88550186,62.20000076,63.83000183,63.67234039,37402000,75.45050049,75.67761113,3.172654671,81.79580983,69.10519115,75.45819692
4/27/2020,64.59999847,64.70500183,63.25299835,63.54299927,63.38604736,44186000,75.89950066,76.06283899,3.106036041,82.11157274,69.68742857,74.50008689
4/28/2020,64.16000366,64.23799896,61.51900101,61.62950134,61.47727203,80700000,76.31900063,76.35994982,2.942240596,82.20348182,70.43451943,69.06703237
4/29/2020,67.25,68.00749969,66.33650208,67.10900116,66.9432373,108358000,76.81312561,76.66162092,2.568511143,81.9501479,71.67610333,67.99091634
4/30/2020,66.56800079,67.5,66.07499695,67.33499908,67.16867828,55842000,77.19462547,76.93789512,2.363933802,81.92249308,72.46675787,65.90659396
5/1/2020,66.20449829,67.57150269,65.48300171,65.86599731,65.70330048,48872000,77.49637566,77.18047659,2.242859892,81.98209544,73.01065587,59.87856283
5/4/2020,65.40650177,66.22350311,64.80049896,66.14499664,65.98161316,30806000,77.90612564,77.49305039,1.969195262,81.84451616,73.96773512,58.8692834
5/5/2020,66.875,68.55049896,66.75150299,67.4509964,67.28438568,39666000,78.28337555,77.81133122,1.748686905,81.78074936,74.78600174,66.36486787
5/6/2020,67.90000153,68.43450165,67.25650024,67.27149963,67.10533142,31732000,78.62787552,78.14168051,1.614864834,81.85760519,75.39814585,75.340877
5/7/2020,68.06549835,68.80000305,67.6269989,68.46399689,68.29488373,30652000,78.89900055,78.37390159,1.44814044,81.79528143,76.00271967,68.0610628
5/8/2020,69.09100342,69.83200073,68.60050201,69.21700287,69.04602814,33326000,79.24600067,78.80257763,1.529708953,82.30541858,76.18658277,77.83762744
5/11/2020,68.83950043,70.77649689,68.77500153,70.17949677,70.00614929,32718000,79.5376255,79.23709384,1.728847148,82.9953198,76.07993121,74.70623525
5/12/2020,70.41100311,70.71649933,68.72550201,68.75900269,68.58916473,33918000,79.89987526,79.88094182,2.23934163,84.37855852,75.421192,83.42361871
5/13/2020,68.80799866,69.26650238,66.40049744,67.41649628,67.24997711,40368000,80.41775017,80.67418537,2.854183409,86.12611699,74.70938335,84.35903067
5/14/2020,66.6760025,67.86849976,66.16500092,67.84300232,67.6754303,36660000,80.77087517,80.98854852,2.834507072,86.43988931,75.10186102,65.00708727
5/15/2020,67.41300201,68.72899628,66.94999695,68.65299988,68.48342133,41544000,81.13662491,81.3420198,2.846536037,86.82969698,75.44355283,65.47488477
5/18/2020,68.07900238,69.63800049,67.70999908,69.25900269,69.08792877,47094000,81.57762489,81.76158911,2.843333451,87.2642918,75.89095799,69.7860135
5/19/2020,69.27400208,69.62449646,68.68800354,68.72000122,68.55026245,31586000,82.04162483,82.35762792,3.101378852,88.24438254,75.83886713,72.93101921
5/20/2020,69.45800018,70.60150146,69.3710022,70.45800018,70.28396606,38262000,82.5222496,82.8852347,3.230704031,88.98365766,76.06084154,72.39990437
5/21/2020,70.54949951,70.82299805,69.71949768,70.33750153,70.16376495,30894000,82.9284996,83.36592689,3.378817369,89.68613434,76.17086487,72.75422386
5/22/2020,70.19499969,70.84999847,69.79750061,70.66200256,70.4874649,28544000,83.33937454,83.7529815,3.402709694,90.14479393,76.53395515,69.26054217
5/26/2020,72.09799957,72.25550079,70.97000122,71.0684967,70.89295959,44590000,83.8391243,84.32103077,3.573248187,90.98562067,76.69262792,72.20347956
5/27/2020,71,71.26750183,69.73000336,71.01399994,70.83859253,31684000,84.46162415,85.01736114,3.796788144,92.05520043,76.86804786,74.10642177
5/28/2020,70,72.22299957,69.95400238,70.91200256,70.73684692,35170000,84.9859993,85.49332669,3.803678119,92.59335554,77.37864306,71.06966908
5/29/2020,71.02149963,71.83650208,70.7990036,71.6760025,71.49895477,37044000,85.56837425,86.03777168,3.821214979,93.21080421,77.92594429,69.57491481
6/1/2020,71.28500366,72.07900238,71.11399841,71.74349976,71.56628418,25162000,86.01449928,86.26346021,3.587292269,93.18908382,78.83991475,60.68213783
6/2/2020,71.75,72.15000153,71.08049774,72.1155014,71.9373703,23442000,86.51362419,86.66170206,3.466583271,93.44679073,79.58045765,59.66533129
6/3/2020,72.13500214,72.45050049,71.58100128,71.96250153,71.78474426,27732000,87.03187408,87.09392062,3.345621171,93.72311643,80.34063174,56.93735151
6/4/2020,71.83899689,72.06600189,70.30049896,70.71499634,70.54032898,26982000,87.51924896,87.46854688,3.168933754,93.85711647,81.18138145,70.16440232
6/5/2020,70.78199768,72.31500244,70.3809967,72.00099945,71.82315826,42642000,88.04162369,87.80749445,2.805050177,93.65172404,82.43152333,68.87397626
6/8/2020,71.31400299,72.44999695,71.22399902,72.40200043,72.22315979,33878000,88.57099876,88.34606655,2.777588695,94.12617615,83.01582137,71.25345267
6/9/2020,72.26200104,73.38999939,72.11799622,72.60399628,72.42465973,33624000,89.0613739,88.80572694,2.673918853,94.40921161,83.7135362,65.93475459
6/10/2020,73.07550049,73.6384964,72.71800232,73.23500061,73.05410004,31762000,89.52862396,89.42827664,2.915888758,95.36040148,83.69684645,70.43644818
6/11/2020,72.05149841,72.58000183,69.92050171,70.09500122,69.92186737,47144000,89.90574913,90.03058386,3.209354433,96.324458,83.48704027,71.03280803
6/12/2020,71.29299927,71.72550201,69.29000092,70.64600372,70.47150421,36676000,90.50299911,90.59148046,3.158633939,96.82026699,84.18573124,73.25390069
6/15/2020,69.47450256,71.25,69.36000061,71.03700256,70.86153412,30468000,91.04187431,91.05681574,3.033371438,97.10861719,84.97513144,67.55028497
6/16/2020,72.44999695,72.85849762,71.44950104,72.32350159,72.14485931,30648000,91.60737457,91.62830974,3.048615325,97.70460522,85.51014392,66.87404069
6/17/2020,72.64700317,73.11000061,71.75650024,72.6269989,72.44760895,30610000,92.09262466,92.20894676,3.215372135,98.52336894,85.66188039,75.48761314
6/18/2020,72.49250031,72.64849854,71.31199646,71.70600128,71.52888489,34862000,92.52387466,92.61976127,3.201471035,98.92681673,86.1209326,67.55328857
6/19/2020,72,72.22499847,70.94999695,71.23200226,71.05605316,52784000,92.9436245,92.97287919,3.117032879,99.17769026,86.70955874,81.61677456
6/22/2020,71.25050354,72.54750061,70.95950317,72.53299713,72.35383606,29442000,93.48999939,93.48570004,3.056842638,99.60368467,87.37631411,81.60576049
6/23/2020,72.59999847,73.76000214,72.25,73.1989975,73.01819611,37752000,93.85412445,93.82039528,3.017301457,99.88872737,87.81952154,72.10367839
6/24/2020,73.16400146,73.78949738,71.5,71.63500214,71.45806122,31592000,94.13612442,94.14916707,3.061967398,100.2600592,88.01218962,73.61953772
6/25/2020,71.56099701,72.11599731,70.97699738,72.05500031,71.87702179,23958000,94.27762451,94.0249608,2.923769418,100.1251633,88.43008568,55.14947092
6/26/2020,71.63150024,71.85099792,67.75,68.1269989,67.95872498,97640000,94.34787445,93.89067861,2.862419157,100.0727128,88.62303614,47.25593579
6/29/2020,68.01699829,69.90000153,67.58249664,69.85849762,69.6859436,45074000,94.66799927,93.9782328,2.497908081,99.66381543,89.67218311,54.7196946
6/30/2020,69.84400177,71.19999695,69.34649658,70.90249634,70.72736359,40286000,94.8083744,93.90911562,2.320698093,99.44977059,90.16697822,43.75560751
7/1/2020,70.95850372,72.4240036,70.70899963,72.09999847,71.92191315,42182000,95.0003746,94.01681898,2.159716533,99.31980767,90.68094154,48.03311993
7/2/2020,72.59200287,74.4260025,72.55349731,73.49649811,73.31495667,57218000,95.25849991,94.22378884,1.959081603,99.17666311,91.3403367,50.70700307
7/6/2020,74.40750122,75.5,73.84899902,74.98249817,74.79728699,44712000,96.0201252,95.37009486,2.942002649,101.9041305,90.1361199,68.77013765
7/7/2020,74.8065033,76.06600189,74.48500061,74.4960022,74.31198883,42364000,96.79387512,96.66222869,4.057452962,104.908781,88.6789692,69.91952289
7/8/2020,75.04000092,75.5585022,74.61499786,75.18000031,74.99430847,31766000,97.61850014,97.90058795,4.876079982,107.3706601,87.86634017,69.9799307
7/9/2020,75.49649811,76.45700073,74.77950287,75.93299866,75.74544525,41836000,98.3545002,99.05886528,5.575255445,109.5050111,87.20398931,73.2846189
7/10/2020,75.66249847,77.06700134,75.03600311,76.95050049,76.76042938,35918000,99.26199989,100.4725444,6.525596041,112.313192,86.21080781,76.85666945
7/13/2020,77.49700165,78.81800079,75.32800293,75.6115036,75.42474365,42954000,100.0216251,101.4858738,6.984228509,113.9900822,86.05316812,69.04870419
7/14/2020,74.63950348,76.13999939,74.29650116,76.04299927,75.8551712,38108000,100.8841251,102.556505,7.443547537,115.7712202,85.99703006,73.30864789
7/15/2020,76.16149902,76.8164978,74.89150238,75.84400177,75.65666199,31026000,101.5,103.2058855,7.617802829,116.7356057,86.26439434,66.43580747
7/16/2020,75.07499695,75.79550171,74.41349792,75.7460022,75.55890656,26484000,102.2642502,104.1396109,7.977387201,118.2190246,86.30947578,77.98752061
7/17/2020,75.84549713,76.17150116,74.90499878,75.84249878,75.65516663,34264000,103.1886253,105.1748862,8.33992466,119.8684747,86.50877602,79.62695383
7/20/2020,75.75,78.45050049,75.13500214,78.19200134,77.99886322,30166000,104.1176254,106.1018019,8.567160995,121.2519474,86.98330344,78.14580575
7/21/2020,79.25150299,79.35250092,77.6309967,77.79599762,77.60383606,27486000,104.9301254,106.9118682,8.760509303,122.451144,87.40910682,80.99869451
7/22/2020,77.78549957,78.34899902,77.16149902,78.24250031,78.04924011,24482000,105.8582504,107.7357379,8.858882314,123.5760151,88.1404858,80.52808015
7/23/2020,78.29650116,78.51750183,75.42949677,75.83750153,75.650177,33910000,106.7800003,108.494953,8.877577282,124.5351549,89.02484574,79.92793048
7/24/2020,74.95950317,75.77149963,74.37950134,75.41049957,75.22423553,29902000,108.0515003,109.4263862,8.593243359,125.237987,90.8650136,73.92949897
7/27/2020,75.66300201,76.87799835,75.61650085,76.47149658,76.28260803,27124000,109.6392506,110.8495878,8.524335732,126.687922,92.5905791,77.05320929
7/28/2020,76.25,76.30049896,75.02600098,75.18250275,74.99679565,30910000,111.1916256,112.2789126,8.508661654,128.2089489,94.17430229,77.64876769
7/29/2020,75.25,76.66649628,75.15049744,76.17549896,75.98734283,22676000,112.7702503,113.4737778,7.913229077,128.5967085,96.94379217,74.67201313
7/30/2020,74.89849854,77.04450226,74.75849915,76.91850281,76.72851563,36042000,114.3443752,114.7165131,7.308862363,128.9621,99.7266505,72.71827552
7/31/2020,74.85250092,75.25099945,72.69999695,74.39749908,74.21373749,91468000,115.7853752,115.6968454,6.31462229,128.4146198,103.1561306,76.22416523
8/3/2020,74.55000305,74.8864975,73.58599854,74.13800049,73.95487976,45482000,116.7127502,116.5645271,6.203056134,129.1188625,104.306638,74.07813155
8/4/2020,74.33550262,74.65550232,73.20149994,73.66500092,73.48304749,37212000,117.7178749,117.7526667,6.498506288,130.7148875,104.7208623,87.86827664
8/5/2020,73.84100342,74.5,73.56099701,73.95449829,73.77182007,29134000,118.9436245,119.3171739,7.176292828,133.2962102,104.5910388,88.5329368
8/6/2020,73.80750275,75.31349945,73.59500122,75.24749756,75.06163025,33306000,120.0104992,120.4679187,7.369948691,134.7503966,105.2706018,79.00884281
8/7/2020,75.45200348,76.00450134,74.31349945,74.91850281,74.73345184,27718000,120.3593742,120.5071643,7.229401891,134.818178,105.9005705,57.72289115
8/10/2020,74.54000092,75.35749817,73.87449646,74.84100342,74.65613556,20546000,120.851749,120.5502914,6.894041084,134.6398312,107.0636669,58.26126937
8/11/2020,74.69999695,75.52200317,73.90950012,74.02700043,73.84415436,31098000,120.856374,119.8140731,6.888332657,134.6330393,107.0797087,46.99501316
8/12/2020,74.35600281,75.58350372,74.25,75.36199951,75.17584991,22512000,121.253624,119.5765423,6.403375971,134.0603759,108.446872,51.61290667
8/13/2020,75.41049957,76.84850311,75.41049957,75.83249664,75.64518738,22388000,121.2776237,118.9968714,6.371673838,134.0209714,108.5342761,45.33170235
8/14/2020,75.68049622,75.98950195,74.94999695,75.23149872,75.04567719,21942000,121.1271236,118.3305027,6.560265313,134.2476543,108.006593,36.74026403
8/17/2020,75.79850006,76.18900299,75.25,75.81199646,75.6247406,19990000,121.1497486,118.0475978,6.538430142,134.2266089,108.0728883,39.18173807
8/18/2020,76.30599976,77.86849976,76.08350372,77.78900146,77.59685516,28378000,121.1963737,117.808779,6.492485762,134.1813453,108.2114022,40.26015019
8/19/2020,77.62449646,78.44300079,77,77.23049927,77.03973389,30472000,121.0247486,117.2679427,6.691568149,134.4078849,107.6416123,35.42604874
8/20/2020,76.99849701,79.00849915,76.72299957,78.8125,78.61782837,26382000,120.7563736,116.6081382,7.01582745,134.7880285,106.7247187,35.22806524
8/21/2020,78.58999634,79.59400177,78.1155014,78.77850342,78.58392334,34838000,120.1846233,115.677839,7.664632524,135.5138884,104.8553583,33.03431452
8/24/2020,79.62349701,80.43900299,78.7519989,79.25749969,79.06172943,25638000,119.4701233,115.1447117,7.915876822,135.3018769,103.6383696,31.75520688
8/25/2020,79.00499725,80.44400024,78.89399719,80.29250336,80.09417725,25150000,118.7677483,114.8271198,7.942468681,134.6526856,102.8828109,26.96190143
8/26/2020,80.31500244,82.63950348,80.0490036,82.20649719,82.00344086,52188000,117.8824986,114.0931087,8.213851392,134.3102013,101.4547958,25.94134801
8/27/2020,82.33049774,82.39949799,80.94049835,81.4260025,81.2248764,31350000,116.9673737,113.5337651,8.220145065,133.4076638,100.5270835,34.57602857
8/28/2020,81.47350311,82.06749725,81.28050232,81.97149658,81.76902008,22418000,116.3308735,113.4143588,8.055824549,132.4425226,100.2192244,40.35983901
8/31/2020,82.17849731,82.22499847,81.26650238,81.47650146,81.2752533,26422000,115.8384983,113.5615626,7.80757817,131.4536546,100.223342,52.70475167
9/1/2020,81.60800171,82.96099854,81.47650146,82.7539978,82.54959106,22652000,115.0909985,113.6118897,7.166478728,129.4239559,100.758041,45.50514427
9/2/2020,83.40049744,86.30500031,83.0094986,85.86949921,85.65740204,49522000,114.1724987,113.8212333,5.596353857,125.3652064,102.979791,53.4299227
9/3/2020,84.97599792,85,80.38549805,81.47550201,81.27425385,63726000,113.4419991,114.103973,3.936713067,121.3154252,105.5685729,57.19003328
9/4/2020,80.44999695,81.74949646,76.89849854,79.0605011,78.86521912,55850000,113.048999,114.0007372,3.526006941,120.1010129,105.9969851,46.53024414
9/8/2020,76.25,77.77749634,75.82499695,76.18000031,75.99183655,54032000,112.8259991,114.2387622,3.116616588,119.0592322,106.5927659,51.29659478
9/9/2020,77.44499969,77.93599701,76.25849915,77.3615036,77.17041779,39242000,112.8429993,114.1360233,3.117509323,119.0780179,106.6079806,51.39378387
9/10/2020,77.50900269,78.68299866,76,76.30249786,76.11402893,33024000,112.7309994,114.225926,2.985651576,118.7023025,106.7596962,56.39159285
9/11/2020,76.40750122,76.93499756,74.65100098,75.78800201,75.60079956,30706000,112.8049995,114.2967903,3.023554212,118.852108,106.7578911,62.0659013
9/14/2020,76.58249664,77.84999847,75.25550079,75.4414978,75.25514984,42660000,113.0534996,114.5513818,3.155278705,119.364057,106.7429422,60.61633288
9/15/2020,76.39450073,77.54949951,76.10500336,76.7559967,76.56640625,23042000,113.5054996,115.4893456,4.02947671,121.5644531,105.4465462,66.50065985
9/16/2020,77.12400055,77.71849823,75.57949829,75.60449982,75.41775513,22128000,113.7834995,116.0236935,4.355809835,122.4951192,105.0718799,69.01522309
9/17/2020,74.29049683,74.93299866,73.1230011,74.35199738,74.16834259,40008000,114.2364998,116.5157229,4.636846353,123.5101925,104.9628071,68.1398541
